low	high
YPL219W	0
YJL025W	0
YDR217C	0
YHR011W	0
YAL053W	0
YER019C-A	0
YGL143C	0
YGR193C	0
YHR106W	0
YIL132C	0
YKR021W	0
YLR288C	0
YML118W	0
YOL137W	0
YOR106W	0
YPR061C	0
YPR083W	0
YDR069C	0
YCR079W	0
YDR026C	0
YDR473C	0
YJR051W	0
YKL020C	0
YLR127C	0
YMR154C	0
YMR218C	0
YMR224C	0
YNL257C	0
YNL311C	0
YOL017W	0
YOR130C	0
YPL265W	0
YBR118W	0
YDL027C	0
YDR034C	0
YER005W	0
YGL059W	0
YHR035W	0
YIL031W	0
YIR003W	0
YJL036W	0
YKL124W	0
YML042W	0
YNL029C	0
YNL161W	0
YNR045W	0
YOR063W	0
YOR358W	0
YPL072W	0
YPL232W	0
YPL250C	0
YKL089W	0
YBR233W-A	0
YBR272C	0
YDL059C	0
YDL240W	0
YDR079W	0
YER153C	0
YER183C	0
YGL127C	0
YGR062C	0
YGR238C	0
YHR132C	0
YHR165C	0
YLR234W	0
YLR408C	0
YMR138W	0
YNL051W	0
YNL133C	0
YOL103W	0
YOR098C	0
YML043C	0
YER087W	0
YBR172C	0
YBR207W	0
YGL010W	0
YGL036W	0
YGL066W	0
YGR271W	0
YMR075W	0
YMR275C	0
YMR293C	0
YPL148C	0
YOL116W	0
YBR069C	0
YCL017C	0
YCR037C	0
YDR248C	0
YDR316W	0
YGL209W	0
YGR286C	0
YHR159W	0
YIL071C	0
YIL151C	0
YIR009W	0
YJR082C	0
YKL121W	0
YLR327C	0
YMR064W	0
YNL078W	0
YNL167C	0
YNL295W	0
YPL123C	0
YGR005C	0
YBL034C	0
YCL030C	0
YDL056W	0
YDR162C	0
YDR456W	0
YKL159C	0
YML059C	0
YMR288W	0
YNL003C	0
YNL082W	0
YNL139C	0
YNL239W	0
YOL108C	0
YPL006W	0
YPL038W	0
YPL177C	0
YPR106W	0
YPR120C	0
YBR083W	0
YPL083C	0
YAR014C	0
YCL024W	0
YDR144C	0
YER035W	0
YGL126W	0
YGL169W	0
YGR077C	0
YGR257C	0
YJL026W	0
YJR012C	0
YJR054W	0
YKL086W	0
YKL105C	0
YLR082C	0
YLR106C	0
YLR418C	0
YLR431C	0
YMR102C	0
YMR257C	0
YNL053W	0
YOR189W	0
YPL046C	0
YPL183W-A	0
YPR068C	0
YJL090C	0
YBL098W	0
YDL069C	0
YDL139C	0
YDR043C	0
YDR128W	0
YDR482C	0
YGL025C	0
YGR256W	0
YLR154C	0
YLR424W	0
YMR140W	0
YOR113W	0
YOR159C	0
YPL141C	0
YDR081C	0
YBR150C	0
YFL027C	0
YGR019W	0
YLR086W	0
YLR364W	0
YML064C	0
YMR159C	0
YMR319C	0
YNL328C	0
YPL095C	0
YDR182W	0
YCR094W	0
YDR137W	0
YDR142C	0
YDR357C	0
YDR477W	0
YDR506C	0
YER040W	0
YER111C	0
YGR146C	0
YHR073W	0
YIL098C	0
YIR024C	0
YJR066W	0
YKL143W	0
YKR036C	0
YLR453C	0
YLR456W	0
YMR264W	0
YNL006W	0
YNL023C	0
YOL087C	0
YBL084C	0
YAL026C	0
YCR088W	0
YDL089W	0
YDR038C	0
YDR072C	0
YDR254W	0
YDR499W	0
YIL090W	0
YIL156W	0
YKL077W	0
YLL062C	0
YNL289W	0
YOL021C	0
YOL051W	0
YOL138C	0
YPL149W	0
YBL059W	0
YBR141C	0
YBR225W	0
YDL048C	0
YDR256C	0
YDR422C	0
YDR423C	0
YER011W	0
YER030W	0
YGL154C	0
YGR112W	0
YGR141W	0
YHR161C	0
YJL214W	0
YKR029C	0
YMR006C	0
YNL072W	0
YNL322C	0
YOR042W	0
YOR048C	0
YPR122W	0
YJR006W	0
YGR099W	0
YAL047C	0
YDL036C	0
YDR039C	0
YDR164C	0
YDR169C	0
YDR201W	0
YDR301W	0
YFR017C	0
YJR015W	0
YML088W	0
YML132W	0
YMR135C	0
YMR204C	0
YMR256C	0
YOR295W	0
YPR104C	0
YPR131C	0
YKR063C	0
YCL049C	0
YCR077C	0
YDR334W	0
YDR358W	0
YDR365C	0
YFR048W	0
YGL086W	0
YGR057C	0
YHR031C	0
YHR204W	0
YIL147C	0
YKL108W	0
YML005W	0
YML053C	0
YMR171C	0
YNL068C	0
YNL148C	0
YNL214W	0
YOR304C-A	0
YPL118W	0
YPL137C	0
YPL155C	0
YPL269W	0
YBR155W	0
YDL159W	0
YDR185C	0
YDR268W	0
YER057C	0
YGL084C	0
YIL015W	0
YJL003W	0
YLR072W	0
YLR299W	0
YLR313C	0
YLR395C	0
YML081W	0
YMR268C	0
YOL102C	0
YOR033C	0
YPL047W	0
YDR040C	0
YDR146C	0
YDR527W	0
YER114C	0
YGR191W	0
YKL184W	0
YLR194C	0
YPL163C	0
YPL267W	0
YBL095W	0
YBL097W	0
YBR066C	0
YBR205W	0
YBR283C	0
YER170W	0
YFR016C	0
YGL085W	0
YGR174C	0
YIR023W	0
YKL018W	0
YLR193C	0
YMR090W	0
YMR263W	0
YNL046W	0
YOL078W	0
YOR349W	0
YPR171W	0
YCL061C	0
YDR009W	0
YDR014W	0
YGL014W	0
YJL023C	0
YJL172W	0
YJL179W	0
YJR133W	0
YKL033W	0
YKL078W	0
YMR121C	0
YMR181C	0
YMR244C-A	0
YPR101W	0
YAL002W	0
YCR092C	0
YDL107W	0
YDR507C	0
YER176W	0
YGL064C	0
YIL061C	0
YIL122W	0
YKL015W	0
YLR362W	0
YLR392C	0
YMR163C	0
YMR316W	0
YOR022C	0
YOR337W	0
YPL089C	0
YDL157C	0
YDR213W	0
YDR437W	0
YDR488C	0
YER129W	0
YER173W	0
YGR206W	0
YGR287C	0
YHR044C	0
YHR060W	0
YJR156C	0
YKL144C	0
YNR047W	0
YOL020W	0
YOR148C	0
YPL115C	0
YPL166W	0
YPR066W	0
YPR098C	0
YNL261W	0
YAL010C	0
YBL107C	0
YDR181C	0
YDR198C	0
YDR320C	0
YDR323C	0
YGR100W	0
YGR111W	0
YLR079W	0
YMR023C	0
YMR289W	0
YOR129C	0
YOR334W	0
YGR013W	0
YBR278W	0
YCR024C	0
YCR051W	0
YDR123C	0
YDR247W	0
YER051W	0
YER158C	0
YGL045W	0
YHR088W	0
YIL097W	0
YJR091C	0
YLR200W	0
YML051W	0
YML104C	0
YMR213W	0
YNL260C	0
YOL052C-A	0
YOR307C	0
YOR311C	0
YBL101C	0
YCL033C	0
YDR016C	0
YER071C	0
YGR222W	0
YHR067W	0
YHR156C	0
YLR275W	0
YLR397C	0
YLR460C	0
YNL254C	0
YOR372C	0
YPL133C	0
YPL247C	0
YDL022W	0
YER132C	0
YML037C	0
YNL230C	0
YOR034C	0
YOR336W	0
YIL143C	0
YBL054W	0
YBR267W	0
YCL047C	0
YDR236C	0
YGL035C	0
YHL026C	0
YJL035C	0
YLR396C	0
YNL093W	0
YNL250W	0
YOL141W	0
YOR288C	0
YPL105C	0
YBL008W	0
YBR162W-A	0
YDR184C	0
YER010C	0
YGL067W	0
YGR258C	0
YIL007C	0
YKR004C	0
YLL013C	0
YLR305C	0
YLR404W	0
YML068W	0
YNL221C	0
YAL009W	0
YDL112W	0
YDR034W-B	0
YDR379C-A	0
YDR515W	0
YDR539W	0
YER029C	0
YKR077W	0
YKR099W	0
YML027W	0
YNL245C	0
YOR064C	0
YOR279C	0
YOR350C	0
YPR091C	0
YPR134W	0
YDL085C-A	0
YDL142C	0
YER162C	0
YGL090W	0
YGR047C	0
YGR150C	0
YNL242W	0
YDL155W	0
YDL189W	0
YJL057C	0
YKL005C	0
YKR022C	0
YMR284W	0
YOL034W	0
YOR238W	0
YOR353C	0
YOR373W	0
YAR003W	0
YDL098C	0
YDL177C	0
YER013W	0
YER147C	0
YHR143W-A	0
YLL043W	0
YLR218C	0
YML023C	0
YML076C	0
YML121W	0
YMR026C	0
YOR245C	0
YDR275W	0
YIL077C	0
YIR005W	0
YJR140C	0
YLL032C	0
YLR297W	0
YLR427W	0
YMR148W	0
YNL022C	0
YOR038C	0
YOR264W	0
YPL229W	0
YPL255W	0
YPR118W	0
YDR145W	0
YBR193C	0
YDR070C	0
YDR441C	0
YDR469W	0
YDR520C	0
YEL018W	0
YER101C	0
YER175C	0
YGL098W	0
YGL161C	0
YGL181W	0
YGR156W	0
YHR152W	0
YJL196C	0
YJR052W	0
YMR010W	0
YMR077C	0
YNL080C	0
YOL110W	0
YOR205C	0
YBL007C	0
YBR092C	0
YDL001W	0
YDR318W	0
YEL068C	0
YGL100W	0
YGL119W	0
YGR041W	0
YJR024C	0
YNL092W	0
YNL273W	0
YAL017W	0
YDR320C-A	0
YER128W	0
YLR036C	0
YOR220W	0
YOR246C	0
YBR142W	0
YCR082W	0
YDL181W	0
YDR059C	0
YJL137C	0
YJL147C	0
YKL168C	0
YMR209C	0
YNL130C	0
YBL029C-A	0
YGL061C	0
YGR089W	0
YIL045W	0
YLR323C	0
YOR104W	0
YPL097W	0
YDL150W	0
YAL041W	0
YBL046W	0
YBR130C	0
YBR179C	0
YCR083W	0
YDL233W	0
YDR222W	0
YGR104C	0
YOR141C	0
YLR292C	1
YNL306W	1
YOR210W	1
YDR097C	1
YGR008C	1
YDL065C	1
YER014W	1
YIL044C	1
YKL120W	1
YOR164C	1
YOR252W	1
YPR173C	1
YMR061W	1
YCR095C	1
YJR103W	1
YNL111C	1
YDR519W	1
YDL061C	1
YDL125C	1
YOR128C	1
YPL207W	1
YDR324C	1
YHR114W	1
YLR120C	1
YNL071W	1
YLR060W	1
YDR487C	1
YNL100W	1
YOL151W	1
YDL103C	1
YER139C	1
YGR040W	1
YOR099W	1
YIL057C	1
YJL171C	1
YML001W	1
YDL143W	1
YJR010C-A	1
YJR086W	1
YLR369W	1
YNL232W	1
YMR031C	1
YDR363W-A	1
YHR001W-A	1
YNL045W	1
YDL134C	1
YDL225W	1
YLL010C	1
YLR074C	1
YDR267C	1
YGL095C	1
YGR082W	1
YGR229C	1
YHR147C	1
YOR095C	1
YDL147W	1
YFL008W	1
YPR040W	1
YHR089C	1
YKL103C	1
YKR016W	1
YNL088W	1
YNL197C	1
YFL002C	1
YJR088C	1
YLL018C-A	1
YMR123W	1
YLR398C	1
YOR251C	1
YDR189W	1
YER082C	1
YHL021C	1
YOL076W	1
YPL227C	1
YMR044W	1
YPL190C	1
YCR084C	1
YFL001W	1
YKL160W	1
YJR073C	1
YKL014C	1
YOL060C	1
YDR165W	1
YIL118W	1
YML062C	1
YOL041C	1
YBR080C	1
YKL183W	1
YOR138C	1
YER031C	1
YFR040W	1
YKR001C	1
YLR452C	1
YGL221C	1
YDR391C	1
YFL010C	1
YGL145W	1
YIL005W	1
YOR116C	1
YPL100W	1
YOL142W	1
YDL202W	1
YER156C	1
YNL312W	1
YGR200C	1
YLR363C	1
YMR080C	1
YBL093C	1
YKL113C	1
YOR069W	1
YDR430C	1
YJL166W	1
YLR295C	1
YMR251W-A	1
YNL154C	1
YNR026C	1
YPL031C	1
YDR531W	1
YER134C	1
YGR279C	1
YML086C	1
YMR027W	1
YGR173W	1
YPL178W	1
YPR143W	1
YBL028C	1
YOR224C	1
YLR179C	1
YGL043W	1
YDR091C	1
YDR245W	1
YDR462W	1
YPL243W	1
YBR169C	1
YFR015C	1
YGL110C	1
YHR062C	1
YPL125W	1
YPL170W	1
YDL235C	1
YPL161C	1
YOR160W	1
YDR352W	1
YGL044C	1
YLR069C	1
YLR286C	1
YJL180C	1
YPL128C	1
YJL139C	1
YPL017C	1
YDL106C	1
YDR127W	1
YDR404C	1
YBL075C	1
YBR287W	1
YIL009W	1
YJL055W	1
YML071C	1
YBR200W	1
YHR006W	1
YIL020C	1
YIL136W	1
YIR001C	1
YLR388W	1
YLR412W	1
YOL054W	1
YGL112C	1
YAL023C	1
YDL212W	1
YER090W	1
YER143W	1
YGL244W	1
YOL111C	1
YOR360C	1
YJL145W	1
YML081C-A	1
YMR152W	1
YMR277W	1
YER154W	1
YGR078C	1
YDR380W	1
YPL082C	1
YPL126W	1
YPL127C	1
YER063W	1
YMR236W	1
YNR027W	1
YNL131W	1
YLL011W	1
YDR330W	1
YNL104C	1
YPR139C	1
YLR291C	1
YBR105C	1
YDL029W	1
YJR065C	1
YLR363W-A	1
YBR160W	1
YOR272W	1
YBR251W	1
YHR055C	1
YBR015C	1
YKR066C	1
YOR150W	1
YGR243W	1
YPR086W	1
YFR010W	1
YIL034C	1
YDL123W	1
YAL019W	1
YGR241C	1
YKL213C	1
YKL016C	1
YLR066W	1
YHL004W	1
YJR060W	1
YPL153C	1
YGL167C	1
YLR250W	1
YOR323C	1
YPL262W	1
YGL068W	1
YNL158W	1
YDR087C	1
YDR337W	1
YER095W	1
YJR096W	1
YMR002W	1
YMR020W	1
YOR004W	1
YGR123C	1
YMR139W	1
YDR116C	1
YNL201C	1
YLR433C	1
YBR052C	1
YIL104C	1
YLR438C-A	1
YML092C	1
YNL229C	1
YOL052C	1
YGR218W	1
YOR241W	1
YPL198W	1
YDL111C	1
YEL001C	1
YML057W	1
YMR259C	1
YER006W	1
YKL067W	1
YDR373W	1
YJR075W	1
YOR039W	1
YIL035C	1
YBL017C	1
YKL065C	1
YMR314W	1
YJL125C	1
YKL114C	1
YOR354C	1
YLR285W	1
YER136W	1
YBR256C	1
YNL191W	1
YBR111C	1
YGL195W	1
YJR048W	1
YOL064C	1
YBL074C	1
YDR234W	1
YDR342C	1
YGR158C	1
YHR010W	1
YKL010C	1
YOR132W	1
YCR009C	1
YOL027C	1
YDL215C	1
YGR031W	1
YBR115C	1
YNL252C	1
YPR180W	1
YNL153C	1
YOR285W	1
YOR317W	1
YOL016C	1
YBR049C	1
YDR434W	1
YDR449C	1
YLR095C	1
YOL115W	1
YOR090C	1
YFL016C	1
YIR026C	1
YDL040C	1
YHR068W	1
YOL135C	1
YPL091W	1
YEL047C	1
YGL082W	1
YOR216C	1
YER081W	1
YBR265W	1
YDR322W	1
YHR137W	1
YLR027C	1
YLR028C	1
YLR439W	1
YOR281C	1
YPL009C	1
YGL037C	1
YIL041W	1
YLR262C	1
YMR076C	1
YNL002C	1
YPL030W	1
YOR230W	1
YPR169W	1
YLL012W	1
YNL163C	1
YCR021C	1
YER174C	1
YNL317W	1
YBR171W	1
YER149C	1
YHR197W	1
YMR039C	1
YPL246C	1
YHR216W	1
YBR030W	1
YJL033W	1
YLR191W	1
YDR178W	1
YJR042W	1
YPL184C	1
YPL254W	1
YDR148C	1
YDL092W	1
YKR048C	1
YLR222C	1
YNL313C	1
YDR153C	1
YLR399C	1
YML110C	1
YER099C	1
YGL019W	1
YIR037W	1
YOL098C	1
YPL212C	1
YHR066W	1
YDR054C	1
YPL012W	1
YER080W	1
YMR243C	1
YJR131W	1
YMR214W	1
YOR283W	1
YHR121W	1
YDL166C	1
YDR472W	1
YDL168W	1
YER145C	1
YBL071W-A	1
YCL037C	1
YHR003C	1
YLR055C	1
YEL027W	1
YER067W	1
YJR063W	1
YMR149W	1
YBL016W	1
YDR041W	1
YDL205C	1
YEL051W	1
YGR037C	1
YNL118C	1
YNL281W	1
YPR103W	1
YFR028C	1
YGL203C	1
YKR008W	1
YDL116W	1
YLR043C	1
YMR099C	1
YOR181W	1
YGL125W	1
YGL190C	1
YLR264W	1
YGL228W	1
YBR068C	1
YEL048C	1
YER126C	1
YDR071C	1
YEL042W	1
YNL113W	1
YPR025C	1
YJL012C-A	1
YAL060W	1
YDR108W	1
YNL138W	1
YOR089C	1
YBR222C	1
YBR135W	1
YPR019W	1
YLR410W	1
YMR229C	1
YGR116W	1
YPL122C	1
YCL057W	1
YER049W	1
YDR177W	1
YBR002C	1
YCR054C	1
YDL122W	1
YDL213C	1
YDR035W	1
YIR004W	1
YJL178C	1
YLR044C	1
YMR043W	1
YMR115W	1
YNL258C	1
YOL059W	1
YKL013C	1
YLR287C	1
YDR047W	1
YOR262W	1
YJR076C	1
YOR271C	1
YGR119C	1
YKR014C	1
YGL187C	1
YJL061W	1
YGL038C	1
YML074C	1
YBL033C	1
YOR052C	1
YOR260W	1
YLL041C	1
YDL226C	1
YJL069C	1
YLR380W	1
YMR315W	1
YLL001W	1
YLR129W	1
YGL122C	1
YGR132C	1
YDR221W	1
YGL016W	1
YGR162W	1
YKL127W	1
YFR052W	1
YHR005C	1
YLR270W	1
YLR089C	1
YBR221C	1
YOL010W	1
YIL021W	1
YDR529C	1
YHR018C	1
YMR291W	1
YPL084W	1
YDR168W	1
YDR152W	1
YDR194C	1
YGR130C	1
YPL204W	1
YGR083C	1
YLR274W	1
YNL207W	1
YKL148C	1
YOR147W	1
YDR300C	1
YKL029C	1
YMR305C	1
YNL037C	1
YLR384C	1
YDR516C	1
YDR508C	1
YGR095C	1
YHR190W	1
YDL005C	1
YDL174C	1
YMR295C	1
YOR051C	1
YPL135W	1
YBR227C	1
YBR126C	1
YEL037C	1
YHR008C	1
YDR098C	1
YJL130C	1
YIL138C	1
YMR092C	1
YNL206C	1
YJL098W	1
YML022W	1
YBL035C	1
YKL040C	1
YKR088C	1
YPR125W	1
YDL178W	1
YJL186W	1
YOR157C	1
YBR084W	1
YKR043C	1
YGL040C	1
YGR210C	1
YDR190C	1
YMR083W	1
YDR055W	1
YGL115W	1
YGL173C	1
YJL192C	1
YML103C	1
YNR051C	1
YOL030W	1
YLL036C	1
YAL036C	1
YLR002C	1
YPL210C	1
YBR248C	1
YDL184C	1
YER086W	1
YJL002C	1
YHR170W	1
YPR189W	1
YOR362C	1
YMR189W	1
YNR018W	1
YER072W	1
YGL097W	1
YOL097C	1
YHR098C	1
YLR421C	1
YBR162C	1
YMR307W	1
YLR386W	1
YDR427W	1
YHR051W	1
YJL050W	1
YGL062W	1
YHL029C	1
YJL151C	1
YJL158C	1
YER089C	1
YML013W	1
YNL010W	1
YNR038W	1
YLR420W	1
YGR106C	1
YHL034C	1
YNR054C	1
YHR104W	1
YOL145C	1
YPL078C	1
YGR234W	1
YPR110C	1
YDR483W	1
YPL239W	1
YBR101C	1
YBR143C	1
YDR210W	1
YDR294C	1
YNL063W	1
YOL077C	1
YNL272C	1
YLR435W	1
YAL035W	1
YKL211C	1
YNR035C	1
YGL201C	1
YMR261C	1
YLR197W	1
YJR132W	1
YPL195W	1
YER168C	1
YNR043W	1
YDR272W	1
YGR208W	1
YNL181W	1
YDR214W	1
YCR002C	1
YDR368W	1
YLR449W	1
YOL139C	1
YPL215W	1
YKL104C	1
YIL125W	1
YER102W	1
YER171W	1
YBL022C	1
YCR004C	1
YDR377W	1
YDR388W	1
YER133W	1
YHR049W	1
YJL159W	1
YLR258W	1
YEL058W	1
YPL252C	1
YBR198C	1
YMR021C	1
YEL002C	1
YOR046C	1
YDR060W	1
YNL241C	1
YHR179W	1
YGL011C	1
YJR072C	1
YDL145C	1
YNL231C	1
YDR299W	1
YLR301W	1
YGL026C	1
YMR308C	1
YDR120C	1
YFR002W	1
YBL032W	1
YCL009C	1
YBR123C	1
YOR184W	1
YBL072C	1
YGR084C	1
YBL024W	1
YOR332W	1
YKR080W	1
YDR395W	1
YGL189C	1
YFR004W	1
YMR215W	1
YPL094C	1
YCR057C	1
YER021W	1
YDL097C	1
YGR128C	1
YOL038W	1
YBR041W	1
YGL120C	1
YAL016W	1
YFR050C	1
YBR218C	1
YML052W	1
YMR012W	1
YPL231W	1
YGR135W	1
YGR253C	1
YJR007W	1
YKR002W	1
YKL035W	1
YHR037W	1
YGR209C	1
YHR200W	1
YDL100C	1
YLR277C	1
YER036C	1
YBR263W	1
YKL210W	1
YOR254C	1
YER103W	1
YLR192C	1
YFR051C	1
YPL037C	1
YJR109C	1
YKL009W	1
YJL109C	1
YDR158W	1
YGL207W	1
YOR182C	1
YLR257W	1
YLR216C	1
YPR016C	1
YMR300C	1
YNL061W	1
YOR151C	1
YML058W	1
YDR390C	1
YNL288W	1
YDL171C	1
YDR174W	1
YIL094C	1
YDL136W	1
YBL045C	1
YBR072W	1
YDL192W	1
YGL099W	1
YNL251C	1
YLR244C	1
YCL050C	1
YJR117W	1
YIR012W	1
YBL056W	1
YLR367W	1
YOR261C	1
YNL098C	1
YHR196W	1
YPR024W	1
YNR016C	1
YNL007C	1
YDR525W-A	1
YDR454C	1
YDR341C	1
YAR002C-A	1
YNL141W	1
YER025W	1
YGR187C	1
YCL040W	1
YKL080W	1
YCL025C	1
YGL056C	1
YGR085C	1
YML048W	1
YOR273C	1
YLR208W	1
YDR496C	1
YJR014W	1
YBR247C	1
YMR318C	1
YER012W	1
YDL131W	1
YDR044W	1
YDR502C	1
YOR374W	1
YFR044C	1
YMR296C	1
YML069W	1
YPR036W	1
YDR232W	1
YGL028C	1
YOR176W	1
YDR074W	1
YDR471W	1
YNL247W	1
YIL076W	1
YBL076C	1
YER073W	1
YHR094C	1
YGL238W	1
YDL015C	1
YML070W	1
YOR370C	1
YPR163C	1
YFL018C	1
YMR015C	1
YNL066W	1
YLR378C	1
YDL137W	1
YPL117C	1
YJR148W	1
YCR053W	1
YDR238C	1
YAL007C	1
YBR249C	1
YLR432W	1
YPR033C	1
