low	high
YOR098C	0
YML043C	0
YER087W	0
YBR207W	0
YGL010W	0
YGL036W	0
YGL066W	0
YMR075W	0
YMR275C	0
YMR293C	0
YPL148C	0
YOL116W	0
YCL017C	0
YCR037C	0
YDR248C	0
YDR316W	0
YGR286C	0
YHR159W	0
YIL071C	0
YIR009W	0
YJR082C	0
YKL121W	0
YLR327C	0
YMR064W	0
YNL078W	0
YNL167C	0
YNL295W	0
YPL123C	0
YGR005C	0
YBL034C	0
YCL030C	0
YDL056W	0
YDR162C	0
YDR456W	0
YKL159C	0
YML059C	0
YMR288W	0
YNL003C	0
YNL082W	0
YNL139C	0
YNL239W	0
YOL108C	0
YPL006W	0
YPL177C	0
YPR106W	0
YBR083W	0
YPL083C	0
YAR014C	0
YDR144C	0
YER035W	0
YGL126W	0
YGL169W	0
YGR077C	0
YGR257C	0
YJL026W	0
YJR012C	0
YJR054W	0
YKL086W	0
YKL105C	0
YLR082C	0
YLR106C	0
YLR418C	0
YLR431C	0
YMR257C	0
YNL053W	0
YOR189W	0
YPL046C	0
YPL183W-A	0
YPR068C	0
YJL090C	0
YBL098W	0
YDL069C	0
YDL139C	0
YDR043C	0
YDR128W	0
YDR482C	0
YGL025C	0
YGR256W	0
YLR154C	0
YLR424W	0
YMR140W	0
YOR113W	0
YOR159C	0
YPL141C	0
YDR081C	0
YBR150C	0
YFL027C	0
YGR019W	0
YLR086W	0
YLR364W	0
YML064C	0
YMR159C	0
YMR319C	0
YNL328C	0
YPL095C	0
YDR182W	0
YDR137W	0
YDR142C	0
YDR357C	0
YDR477W	0
YDR506C	0
YER040W	0
YER111C	0
YGR146C	0
YHR073W	0
YIL098C	0
YIR024C	0
YKL143W	0
YKR036C	0
YLR453C	0
YLR456W	0
YMR264W	0
YNL006W	0
YNL023C	0
YOL087C	0
YBL084C	0
YAL026C	0
YCR088W	0
YDL089W	0
YDR038C	0
YDR072C	0
YDR254W	0
YDR499W	0
YIL090W	0
YIL156W	0
YKL077W	0
YNL289W	0
YOL021C	0
YOL051W	0
YOL138C	0
YPL149W	0
YBR141C	0
YBR225W	0
YDL048C	0
YDR422C	0
YDR423C	0
YER030W	0
YGL154C	0
YGR112W	0
YGR141W	0
YHR161C	0
YKR029C	0
YMR006C	0
YNL072W	0
YNL322C	0
YOR042W	0
YOR048C	0
YPR122W	0
YJR006W	0
YGR099W	0
YAL047C	0
YDR164C	0
YDR169C	0
YDR201W	0
YDR301W	0
YFR017C	0
YML088W	0
YMR135C	0
YMR204C	0
YMR256C	0
YOR295W	0
YPR104C	0
YPR131C	0
YKR063C	0
YCL049C	0
YCR077C	0
YDR334W	0
YDR365C	0
YFR048W	0
YGL086W	0
YGR057C	0
YHR204W	0
YIL147C	0
YKL108W	0
YML005W	0
YML053C	0
YMR171C	0
YNL068C	0
YNL148C	0
YNL214W	0
YOR304C-A	0
YPL118W	0
YPL137C	0
YPL155C	0
YPL269W	0
YBR155W	0
YDL159W	0
YDR268W	0
YIL015W	0
YJL003W	0
YLR072W	0
YLR299W	0
YLR313C	0
YLR395C	0
YMR268C	0
YOL102C	0
YOR033C	0
YPL047W	0
YDR146C	0
YDR527W	0
YER114C	0
YKL184W	0
YPL163C	0
YPL267W	0
YBL095W	0
YBL097W	0
YBR283C	0
YER170W	0
YFR016C	0
YGL085W	0
YGR174C	0
YIR023W	0
YKL018W	0
YLR193C	0
YMR090W	0
YMR263W	0
YNL046W	0
YOL078W	0
YOR349W	0
YPR171W	0
YCL061C	0
YDR014W	0
YGL014W	0
YJL023C	0
YJL172W	0
YJL179W	0
YKL033W	0
YMR181C	0
YMR244C-A	0
YPR101W	0
YAL002W	0
YCR092C	0
YDL107W	0
YDR507C	0
YER176W	0
YGL064C	0
YIL061C	0
YIL122W	0
YKL015W	0
YLR362W	0
YLR392C	0
YMR163C	0
YMR316W	0
YOR022C	0
YOR337W	0
YPL089C	0
YDL157C	0
YDR213W	0
YDR437W	0
YDR488C	0
YER129W	0
YER173W	0
YGR206W	0
YGR287C	0
YHR060W	0
YKL144C	0
YNR047W	0
YOR148C	0
YPL115C	0
YPL166W	0
YPR066W	0
YPR098C	0
YNL261W	0
YAL010C	0
YBL107C	0
YDR181C	0
YDR198C	0
YDR320C	0
YDR323C	0
YGR100W	0
YGR111W	0
YLR079W	0
YMR023C	0
YMR289W	0
YOR129C	0
YOR334W	0
YGR013W	0
YBR278W	0
YCR024C	0
YCR051W	0
YDR123C	0
YER051W	0
YER158C	0
YHR088W	0
YIL097W	0
YJR091C	0
YLR200W	0
YML051W	0
YML104C	0
YMR213W	0
YNL260C	0
YOL052C-A	0
YOR307C	0
YOR311C	0
YCL033C	0
YDR016C	0
YER071C	0
YGR222W	0
YHR067W	0
YHR156C	0
YLR460C	0
YNL254C	0
YOR372C	0
YPL133C	0
YPL247C	0
YER132C	0
YML037C	0
YNL230C	0
YOR336W	0
YIL143C	0
YCL047C	0
YDR236C	0
YGL035C	0
YHL026C	0
YJL035C	0
YLR396C	0
YNL250W	0
YOL141W	0
YOR288C	0
YPL105C	0
YBL008W	0
YBR162W-A	0
YDR184C	0
YER010C	0
YGL067W	0
YGR258C	0
YIL007C	0
YKR004C	0
YLL013C	0
YLR305C	0
YLR404W	0
YML068W	0
YNL221C	0
YAL009W	0
YDL112W	0
YDR379C-A	0
YDR539W	0
YER029C	0
YKR077W	0
YKR099W	0
YML027W	0
YNL245C	0
YOR064C	0
YOR279C	0
YOR350C	0
YPR091C	0
YPR134W	0
YDL085C-A	0
YDL142C	0
YER162C	0
YGL090W	0
YGR047C	0
YGR150C	0
YNL242W	0
YDL155W	0
YDL189W	0
YJL057C	0
YKL005C	0
YKR022C	0
YMR284W	0
YOL034W	0
YOR238W	0
YOR353C	0
YOR373W	0
YAR003W	0
YDL098C	0
YDL177C	0
YER013W	0
YER147C	0
YHR143W-A	0
YLL043W	0
YLR218C	0
YML023C	0
YML076C	0
YML121W	0
YMR026C	0
YOR245C	0
YDR275W	0
YIL077C	0
YIR005W	0
YJR140C	0
YLL032C	0
YLR297W	0
YLR427W	0
YMR148W	0
YNL022C	0
YOR038C	0
YOR264W	0
YPL229W	0
YPL255W	0
YPR118W	0
YDR145W	0
YBR193C	0
YDR070C	0
YDR469W	0
YDR520C	0
YEL018W	0
YER101C	0
YER175C	0
YGL098W	0
YGL161C	0
YGL181W	0
YGR156W	0
YHR152W	0
YJR052W	0
YMR010W	0
YMR077C	0
YNL080C	0
YOL110W	0
YOR205C	0
YBL007C	0
YDR318W	0
YEL068C	0
YGL100W	0
YGL119W	0
YJR024C	0
YNL092W	0
YNL273W	0
YAL017W	0
YDR320C-A	0
YER128W	0
YOR220W	0
YOR246C	0
YBR142W	0
YCR082W	0
YJL137C	0
YJL147C	0
YMR209C	0
YBL029C-A	0
YGL061C	0
YGR089W	0
YLR323C	0
YOR104W	0
YPL097W	0
YDL150W	0
YAL041W	0
YBL046W	0
YBR130C	0
YBR179C	0
YCR083W	0
YDL233W	0
YDR222W	0
YGR104C	0
YOR141C	0
YCR008W	0
YDR073W	0
YGL175C	0
YJR135C	0
YLR178C	0
YMR223W	0
YBR279W	0
YDL207W	0
YDR084C	0
YDR370C	0
YHR102W	0
YKL017C	0
YOR140W	0
YOR231W	0
YPL002C	0
YDL003W	0
YKR071C	0
YMR058W	0
YBL011W	0
YBL103C	0
YBR104W	0
YBR170C	0
YDR076W	0
YGR071C	0
YGR237C	0
YLR094C	0
YNL102W	0
YNL249C	0
YJL081C	0
YBL013W	0
YDL019C	0
YDR205W	0
YGL180W	0
YIL039W	0
YIR007W	0
YLR190W	0
YLR360W	0
YML128C	0
YMR287C	0
YOL009C	0
YOL044W	0
YBL091C	0
YDL115C	0
YFR003C	0
YGL140C	0
YIL068C	0
YJR110W	0
YLR278C	0
YLR436C	0
YML011C	0
YML019W	0
YML032C	0
YMR054W	0
YNL127W	0
YNL169C	0
YOL071W	0
YOR236W	0
YPR006C	0
YBR268W	0
YDR293C	0
YER034W	0
YGL162W	0
YJL070C	0
YKL162C	0
YNL011C	0
YPR179C	0
YFL024C	0
YFL034W	0
YJL030W	0
YOR123C	0
YDR362C	0
YDR309C	0
YKL059C	0
YKL149C	0
YPL245W	0
YPR188C	0
YCL028W	0
YDL173W	0
YJL088W	0
YJR083C	0
YLL002W	0
YNR040W	0
YOL072W	0
YKR062W	0
YCR042C	0
YEL066W	0
YGL032C	0
YIL047C	0
YIL144W	0
YJR118C	0
YLR067C	0
YML091C	0
YNL027W	0
YNL213C	0
YPR075C	0
YAL027W	0
YBR022W	0
YDR080W	0
YGL226W	0
YKL027W	0
YMR299C	0
YNL083W	0
YOR244W	0
YBR133C	0
YER069W	0
YGR252W	0
YJL099W	0
YMR068W	0
YNL218W	0
YPR124W	0
YBR071W	0
YBR137W	0
YBR254C	0
YCL039W	0
YDL170W	0
YHR194W	0
YLR003C	0
YLR006C	0
YMR126C	0
YMR231W	0
YMR250W	0
YMR286W	0
YOL065C	0
YOR097C	0
YER050C	0
YJL143W	0
YML030W	0
YIL115C	0
YIL161W	0
YJR098C	0
YKL092C	0
YGR277C	1
YGR281W	1
YNR007C	1
YOR006C	1
YIL063C	1
YER016W	1
YLR401C	1
YPL213W	1
YGR245C	1
YER022W	1
YFR001W	1
YDR170C	1
YGL164C	1
YGR081C	1
YIL124W	1
YIL127C	1
YLR084C	1
YNL052W	1
YML060W	1
YPR107C	1
YPL233W	1
YAL043C	1
YKL021C	1
YML096W	1
YOR229W	1
YGR033C	1
YDL156W	1
YPR113W	1
YNL175C	1
YGR280C	1
YHR205W	1
YKL193C	1
YAL039C	1
YDR117C	1
YER017C	1
YHR187W	1
YJL208C	1
YKL053C-A	1
YKL151C	1
YKR070W	1
YBR112C	1
YMR178W	1
YPL228W	1
YDL090C	1
YDR408C	1
YKL058W	1
YML035C	1
YDL030W	1
YDR049W	1
YDR289C	1
YLR133W	1
YMR276W	1
YGL155W	1
YLR321C	1
YDR036C	1
YCR090C	1
YFR018C	1
YNL292W	1
YDR257C	1
YMR029C	1
YMR193W	1
YPL263C	1
YGL246C	1
YOR085W	1
YGR020C	1
YDR264C	1
YKL130C	1
YNL032W	1
YOR340C	1
YDR019C	1
YIL026C	1
YOL093W	1
YAR007C	1
YBR061C	1
YHR117W	1
YHR070W	1
YER157W	1
YCR046C	1
YOL148C	1
YOR243C	1
YKL004W	1
YKL074C	1
YBR053C	1
YIL042C	1
YOR091W	1
YOR286W	1
YCR043C	1
YLR385C	1
YBR065C	1
YAR015W	1
YCR030C	1
YDR020C	1
YER068W	1
YFR025C	1
YGL233W	1
YGR205W	1
YIL033C	1
YJL173C	1
YLR300W	1
YML072C	1
YML097C	1
YNL110C	1
YNL155W	1
YOL005C	1
YOL080C	1
YOR044W	1
YPL271W	1
YJL085W	1
YCR093W	1
YGR246C	1
YBR252W	1
YCL059C	1
YOR326W	1
YLR116W	1
YKL007W	1
YPL053C	1
YNL216W	1
YJR017C	1
YLR181C	1
YHR085W	1
YPL116W	1
YOR297C	1
YML046W	1
YEL055C	1
YFL014W	1
YFR033C	1
YGR063C	1
YLL034C	1
YOR056C	1
YBL064C	1
YGR103W	1
YNL056W	1
YDR100W	1
YLL022C	1
YLR324W	1
YNL256W	1
YAR002W	1
YDR322C-A	1
YDR361C	1
YIL153W	1
YML054C	1
YOR077W	1
YJR068W	1
YPR056W	1
YBL051C	1
YGL092W	1
YPL188W	1
YJL200C	1
YML114C	1
YGR007W	1
YML113W	1
YBR286W	1
YIL075C	1
YML115C	1
YGL172W	1
YAL058W	1
YPL086C	1
YPR159W	1
YJL122W	1
YDR280W	1
YLR203C	1
YNR046W	1
YPL208W	1
YKL112W	1
YDR453C	1
YHR058C	1
YIL043C	1
YLR017W	1
YML021C	1
YHR069C	1
YLR215C	1
YPL096W	1
YPR029C	1
YBL036C	1
YGL194C	1
YML055W	1
YDR498C	1
YIL070C	1
YCL052C	1
YMR145C	1
YMR278W	1
YMR239C	1
YJL082W	1
YPL043W	1
YHR207C	1
YBR087W	1
YDR479C	1
YJR049C	1
YKL195W	1
YLR022C	1
YER078C	1
YIL137C	1
YIL154C	1
YER159C	1
YJL101C	1
YLR328W	1
YPR137W	1
YDR311W	1
YGR195W	1
YDL144C	1
YHL039W	1
YPL211W	1
YPR062W	1
YIL105C	1
YJL092W	1
YDL099W	1
YGR235C	1
YBR199W	1
YHR009C	1
YIL027C	1
YIR021W	1
YKL110C	1
YMR302C	1
YOL126C	1
YPL015C	1
YLR292C	1
YNL306W	1
YOR210W	1
YDR097C	1
YDL065C	1
YER014W	1
YIL044C	1
YKL120W	1
YOR164C	1
YOR252W	1
YMR061W	1
YCR095C	1
YNL111C	1
YDL061C	1
YOR128C	1
YPL207W	1
YDR324C	1
YHR114W	1
YNL071W	1
YLR060W	1
YDR487C	1
YNL100W	1
YDL103C	1
YER139C	1
YIL057C	1
YJL171C	1
YML001W	1
YJR010C-A	1
YJR086W	1
YNL232W	1
YMR031C	1
YDR363W-A	1
YNL045W	1
YDL225W	1
YLL010C	1
YLR074C	1
YDR267C	1
YGL095C	1
YGR082W	1
YGR229C	1
YHR147C	1
YOR095C	1
YDL147W	1
YFL008W	1
YPR040W	1
YHR089C	1
YKL103C	1
YKR016W	1
YNL088W	1
YNL197C	1
YFL002C	1
YJR088C	1
YLL018C-A	1
YMR123W	1
YLR398C	1
YOR251C	1
YDR189W	1
YER082C	1
YHL021C	1
YOL076W	1
YPL227C	1
YMR044W	1
YPL190C	1
YCR084C	1
YFL001W	1
YKL160W	1
YJR073C	1
YKL014C	1
YOL060C	1
YDR165W	1
YML062C	1
YOL041C	1
YBR080C	1
YKL183W	1
YOR138C	1
YLR452C	1
YGL221C	1
YDR391C	1
YFL010C	1
YGL145W	1
YIL005W	1
YOR116C	1
YPL100W	1
YOL142W	1
YDL202W	1
YER156C	1
YGR200C	1
YLR363C	1
YMR080C	1
YBL093C	1
YKL113C	1
YOR069W	1
YDR430C	1
YJL166W	1
YLR295C	1
YNL154C	1
YDR531W	1
YER134C	1
YML086C	1
YMR027W	1
YPL178W	1
YPR143W	1
YBL028C	1
YOR224C	1
YGL043W	1
YDR091C	1
YDR245W	1
YDR462W	1
YPL243W	1
YBR169C	1
YFR015C	1
YGL110C	1
YHR062C	1
YPL125W	1
YPL170W	1
YDL235C	1
YPL161C	1
YOR160W	1
YDR352W	1
YGL044C	1
YLR069C	1
YLR286C	1
YJL180C	1
YPL128C	1
YDL106C	1
YDR127W	1
YDR404C	1
YBR287W	1
YJL055W	1
YML071C	1
YBR200W	1
YIL020C	1
YIL136W	1
YIR001C	1
YLR412W	1
YOL054W	1
YGL112C	1
YDL212W	1
YER090W	1
YER143W	1
YGL244W	1
YOL111C	1
YOR360C	1
YJL145W	1
YML081C-A	1
YMR152W	1
YMR277W	1
YER154W	1
YGR078C	1
YDR380W	1
YPL082C	1
YPL126W	1
YPL127C	1
YER063W	1
YMR236W	1
YNR027W	1
YNL131W	1
YLL011W	1
YDR330W	1
YNL104C	1
YPR139C	1
YLR291C	1
YBR105C	1
YJR065C	1
YLR363W-A	1
YOR272W	1
YBR251W	1
YBR015C	1
YKR066C	1
YOR150W	1
YGR243W	1
YPR086W	1
YFR010W	1
YIL034C	1
YDL123W	1
YAL019W	1
YKL213C	1
YKL016C	1
YLR066W	1
YHL004W	1
YJR060W	1
YPL153C	1
YLR250W	1
YOR323C	1
YPL262W	1
YGL068W	1
YNL158W	1
YDR087C	1
YDR337W	1
YER095W	1
YMR002W	1
YMR020W	1
YOR004W	1
YGR123C	1
YDR116C	1
YNL201C	1
YIL104C	1
YLR438C-A	1
YML092C	1
YNL229C	1
YOL052C	1
YGR218W	1
YOR241W	1
YDL111C	1
YEL001C	1
YML057W	1
YMR259C	1
YER006W	1
YKL067W	1
YDR373W	1
YJR075W	1
YIL035C	1
YBL017C	1
YKL065C	1
YJL125C	1
YKL114C	1
YOR354C	1
YLR285W	1
YER136W	1
YBR256C	1
YNL191W	1
YBR111C	1
YGL195W	1
YOL064C	1
YBL074C	1
YDR234W	1
YGR158C	1
YKL010C	1
YOR132W	1
YCR009C	1
YOL027C	1
YDL215C	1
YGR031W	1
YBR115C	1
YNL252C	1
YPR180W	1
YNL153C	1
YOR317W	1
YBR049C	1
YDR434W	1
YDR449C	1
YLR095C	1
YOR090C	1
YFL016C	1
YIR026C	1
YDL040C	1
YHR068W	1
YOL135C	1
YPL091W	1
YGL082W	1
YOR216C	1
YER081W	1
YBR265W	1
YDR322W	1
YHR137W	1
YLR439W	1
YOR281C	1
YPL009C	1
YGL037C	1
YIL041W	1
YMR076C	1
YNL002C	1
YPL030W	1
YPR169W	1
YLL012W	1
YNL163C	1
YNL317W	1
YBR171W	1
YER149C	1
YHR197W	1
YMR039C	1
YPL246C	1
YHR216W	1
YBR030W	1
YJL033W	1
YLR191W	1
YDR178W	1
YJR042W	1
YPL254W	1
YDR148C	1
YDL092W	1
YKR048C	1
YLR222C	1
YNL313C	1
YDR153C	1
YLR399C	1
YML110C	1
YGL019W	1
YOL098C	1
YPL212C	1
YDR054C	1
YPL012W	1
YER080W	1
YMR243C	1
YJR131W	1
YMR214W	1
YOR283W	1
YHR121W	1
YDL166C	1
YDR472W	1
YDL168W	1
YER145C	1
YBL071W-A	1
YCL037C	1
YLR055C	1
YJR063W	1
YMR149W	1
YDR041W	1
YDL205C	1
YEL051W	1
YGR037C	1
YNL118C	1
YPR103W	1
YFR028C	1
YGL203C	1
YKR008W	1
YDL116W	1
YMR099C	1
YOR181W	1
YGL190C	1
YLR264W	1
YGL228W	1
YEL048C	1
YER126C	1
YDR071C	1
YEL042W	1
YNL113W	1
YPR025C	1
YJL012C-A	1
YDR108W	1
YNL138W	1
YBR222C	1
YBR135W	1
YPR019W	1
YLR410W	1
YMR229C	1
YGR116W	1
YPL122C	1
YCL057W	1
YER049W	1
YDR177W	1
YCR054C	1
YDL122W	1
YDL213C	1
YIR004W	1
YJL178C	1
YMR043W	1
YMR115W	1
YNL258C	1
YOL059W	1
YKL013C	1
YLR287C	1
YDR047W	1
YOR262W	1
YOR271C	1
YKR014C	1
YGL187C	1
YJL061W	1
YGL038C	1
YML074C	1
YBL033C	1
YOR052C	1
YOR260W	1
YLL041C	1
YDL226C	1
YJL069C	1
YLR380W	1
YMR315W	1
YLL001W	1
YLR129W	1
YGL122C	1
YDR221W	1
YGL016W	1
YGR162W	1
YKL127W	1
YFR052W	1
YHR005C	1
YLR089C	1
YBR221C	1
YOL010W	1
YIL021W	1
YDR529C	1
YHR018C	1
YMR291W	1
YPL084W	1
YDR168W	1
YDR152W	1
YDR194C	1
YGR130C	1
YGR083C	1
YLR274W	1
YNL207W	1
YKL148C	1
YOR147W	1
YDR300C	1
YKL029C	1
YLR384C	1
YDR508C	1
YGR095C	1
YHR190W	1
YDL005C	1
YDL174C	1
YMR295C	1
YOR051C	1
YPL135W	1
YBR227C	1
YEL037C	1
YHR008C	1
YDR098C	1
YJL130C	1
YMR092C	1
YNL206C	1
YML022W	1
YBL035C	1
YKL040C	1
YKR088C	1
YDL178W	1
YOR157C	1
YBR084W	1
YKR043C	1
YGL040C	1
YGR210C	1
YDR190C	1
YMR083W	1
YDR055W	1
YGL115W	1
YGL173C	1
YJL192C	1
YML103C	1
YNR051C	1
YLL036C	1
YAL036C	1
YLR002C	1
YPL210C	1
YBR248C	1
YDL184C	1
YER086W	1
YJL002C	1
YHR170W	1
YPR189W	1
YOR362C	1
YMR189W	1
YNR018W	1
YER072W	1
YGL097W	1
YOL097C	1
YHR098C	1
YLR421C	1
YBR162C	1
YMR307W	1
YLR386W	1
YDR427W	1
YHR051W	1
YHL029C	1
YJL151C	1
YML013W	1
YNL010W	1
YNR038W	1
YLR420W	1
YGR106C	1
YHL034C	1
YNR054C	1
YHR104W	1
YOL145C	1
YPL078C	1
YGR234W	1
YPR110C	1
YPL239W	1
YBR101C	1
YBR143C	1
YDR210W	1
YDR294C	1
YNL063W	1
YOL077C	1
YNL272C	1
YLR435W	1
YAL035W	1
YKL211C	1
YNR035C	1
YGL201C	1
YJR132W	1
YPL195W	1
YER168C	1
YNR043W	1
YGR208W	1
YNL181W	1
YDR214W	1
YOL139C	1
YPL215W	1
YKL104C	1
YIL125W	1
YER171W	1
YBL022C	1
YCR004C	1
YDR377W	1
YDR388W	1
YHR049W	1
YEL058W	1
YPL252C	1
YBR198C	1
YMR021C	1
YEL002C	1
YOR046C	1
YDR060W	1
YNL241C	1
YHR179W	1
YGL011C	1
YJR072C	1
YDL145C	1
YNL231C	1
YDR299W	1
YLR301W	1
YGL026C	1
YMR308C	1
YDR120C	1
YFR002W	1
YBL032W	1
YCL009C	1
YBR123C	1
YOR184W	1
YBL072C	1
YGR084C	1
YBL024W	1
YOR332W	1
YKR080W	1
YDR395W	1
YFR004W	1
YPL094C	1
YCR057C	1
YER021W	1
YDL097C	1
YGR128C	1
YBR041W	1
YAL016W	1
YFR050C	1
YBR218C	1
YML052W	1
YMR012W	1
YPL231W	1
YGR253C	1
YJR007W	1
